Frequency [Hz],Both dewhiteners magnitude,Both dewhiteners phase [deg],First dewhitener magnitude,First dewhitener phase [deg],Second dewhitener magnitude,Second dewhitener phase [deg],No dewhiteners magnitude,No dewhiteners phase [deg]
6629,0.027672002,-71.166977,0.086712614,109.36358,0.085434772,109.44965,0.26848441,-70.105492
6630,0.027588544,-71.197243,0.086734511,109.31178,0.085267901,109.35772,0.2686525,-70.177147
6631,0.027518466,-71.198227,0.086685717,109.23415,0.085149594,109.23502,0.26866922,-70.217064
6632,0.027543666,-71.270828,0.086626716,109.20752,0.085229203,109.21708,0.26863846,-70.313148
6633,0.027525853,-71.356529,0.086625375,109.10852,0.08533337,109.17241,0.26856491,-70.394341
6634,0.027574327,-71.482658,0.086599305,109.07214,0.085498177,108.9415,0.26850778,-70.409935
6635,0.027495835,-71.627892,0.086618058,108.97849,0.085396871,108.88219,0.26848423,-70.457916
6636,0.027520282,-71.48455,0.086595088,108.90051,0.085202195,108.8502,0.26850694,-70.517967
6637,0.027576353,-71.511803,0.086588129,108.84702,0.085065134,108.86761,0.26847401,-70.619713
6638,0.027596343,-71.806221,0.086585298,108.79047,0.085187979,108.74639,0.26841033,-70.669014
6639,0.027540809,-71.809105,0.086596899,108.68472,0.08533252,108.68464,0.26819992,-70.732422
6640,0.027561335,-71.791084,0.086637445,108.58876,0.085181184,108.67012,0.26811984,-70.797066
6641,0.027522398,-71.789177,0.086654544,108.57095,0.085196286,108.67884,0.26812971,-70.895546
6642,0.027537482,-71.995102,0.086632706,108.57841,0.08529456,108.64729,0.26822117,-70.994087
6643,0.027474364,-72.020546,0.086609833,108.47408,0.085290678,108.5374,0.26834679,-71.032684
6644,0.027511528,-71.844017,0.086586364,108.38681,0.085353844,108.49198,0.26827973,-71.08963
6645,0.027510753,-71.995064,0.086589895,108.28289,0.085301615,108.35132,0.26813507,-71.190735
6646,0.027520237,-72.127075,0.086587571,108.24229,0.085045904,108.32557,0.2682648,-71.233635
6647,0.027526008,-72.287933,0.086478978,108.19308,0.085075207,108.25668,0.26820782,-71.271507
6648,0.027497519,-72.375504,0.086510852,108.1092,0.085021175,108.2383,0.26820049,-71.358604
6649,0.027421048,-72.458168,0.086527631,108.02276,0.08498086,107.92158,0.26820508,-71.378059
6650,0.02745896,-72.474815,0.086466491,107.91183,0.085292146,107.85059,0.26811641,-71.47081
6651,0.027544457,-72.472939,0.086511202,107.8658,0.085192062,107.7811,0.26800019,-71.548782
6652,0.027542287,-72.470337,0.08650814,107.87653,0.085192069,107.83349,0.26784572,-71.65535
6653,0.027515445,-72.570107,0.086512893,107.76833,0.08526548,107.91708,0.26808292,-71.738426
6654,0.027472731,-72.692436,0.086513825,107.69456,0.085303977,107.76657,0.26805562,-71.779289
6655,0.027440893,-72.844635,0.086502343,107.612,0.085091583,107.76778,0.26784462,-71.841248
6656,0.027411437,-73.001579,0.086453252,107.55558,0.085065611,107.70183,0.26778191,-71.884232
6657,0.02750965,-73.089401,0.08645352,107.52523,0.085106529,107.60485,0.26770753,-71.962471
6658,0.027467139,-73.094864,0.086450338,107.45509,0.085169405,107.46922,0.26774824,-72.071167
6659,0.027439985,-73.053551,0.086528286,107.37083,0.084990233,107.40399,0.26777196,-72.146225
6660,0.027469564,-73.054955,0.086503565,107.26865,0.085002527,107.40974,0.26784959,-72.128197
6661,0.027472494,-73.100327,0.08636339,107.17831,0.085137166,107.30514,0.26790226,-72.210976
6662,0.027566567,-73.300926,0.086337239,107.1639,0.085060142,107.15129,0.26797053,-72.333725
6663,0.027565399,-73.330742,0.086422734,107.10111,0.085165031,107.08234,0.26777574,-72.38118
6664,0.027491665,-73.398811,0.08643917,107.04956,0.085077323,107.00355,0.26758623,-72.444389
6665,0.027571728,-73.553604,0.086411819,106.97206,0.085031755,106.90948,0.2676779,-72.519226
6666,0.027530639,-73.583939,0.086379305,106.87941,0.085216329,107.00625,0.26758316,-72.540558
6667,0.027465507,-73.519188,0.086393937,106.78794,0.085151188,106.94711,0.26766986,-72.6548
6668,0.027421409,-73.685715,0.086429991,106.77561,0.085065596,106.84075,0.26758006,-72.737595
6669,0.027453361,-73.715096,0.086413451,106.69138,0.085176587,106.74963,0.26737797,-72.773979
6670,0.027488841,-73.797607,0.086420789,106.59939,0.084919155,106.69376,0.26739469,-72.840027
6671,0.027430341,-73.86203,0.086378306,106.53196,0.084932849,106.6716,0.26764053,-72.922203
6672,0.027398583,-73.897606,0.08632385,106.46906,0.08502569,106.60859,0.26764286,-72.954559
6673,0.027403044,-73.862106,0.086365134,106.3939,0.084706537,106.56142,0.26757005,-73.056389
6674,0.027474184,-73.912308,0.086383156,106.32318,0.084755436,106.45765,0.26763079,-73.143082
6675,0.027462536,-74.026001,0.086357109,106.26219,0.084845588,106.36214,0.26744944,-73.190422
6676,0.027416989,-73.988876,0.08637134,106.20661,0.08488927,106.19463,0.26734453,-73.289902
6677,0.027459212,-74.284653,0.086282991,106.1326,0.085031956,106.22823,0.26742631,-73.394012
6678,0.027428776,-74.41156,0.086334258,106.05467,0.085012168,106.10786,0.26736009,-73.4384
6679,0.027368015,-74.362946,0.086337611,105.99934,0.084878236,106.01199,0.26751044,-73.465538
6680,0.027394617,-74.476692,0.086315639,105.95484,0.08467745,105.87485,0.26749381,-73.521118
6681,0.027430244,-74.445633,0.08631409,105.88846,0.084787801,105.7696,0.2674979,-73.625946
6682,0.02745223,-74.447395,0.086231247,105.78561,0.084969759,105.85766,0.26738241,-73.709732
6683,0.027443577,-74.663498,0.086191401,105.72037,0.084848978,105.76146,0.26722693,-73.755768
6684,0.027467882,-74.742569,0.086272664,105.68996,0.084814675,105.79272,0.26726073,-73.785118
6685,0.027402034,-74.83625,0.086332202,105.61388,0.084725671,105.70744,0.26738721,-73.857117
6686,0.027391618,-74.710312,0.086311966,105.52804,0.084837526,105.52303,0.26724741,-73.928535
6687,0.027415937,-74.868019,0.086304262,105.45963,0.084697582,105.46857,0.2671909,-74.009171
6688,0.027427442,-75.019768,0.086247765,105.38258,0.084682874,105.4259,0.26705784,-74.066612
6689,0.027391735,-75.159554,0.086221509,105.31563,0.085085541,105.36552,0.2669065,-74.144279
6690,0.02738321,-75.224167,0.086200587,105.2486,0.08505442,105.29455,0.26695246,-74.217171
6691,0.027343694,-75.0588,0.086215161,105.21282,0.084909052,105.22508,0.26705024,-74.284943
6692,0.027400589,-75.24218,0.086152926,105.10694,0.084766701,105.00311,0.26713145,-74.331711
6693,0.027452387,-75.398514,0.086131878,105.07485,0.084661722,104.93204,0.26712015,-74.409264
6694,0.027360486,-75.383827,0.086204223,105.0117,0.08478421,104.93636,0.26693761,-74.470306
6695,0.027407737,-75.354523,0.086208485,104.90046,0.084751531,104.94561,0.26690045,-74.57338
6696,0.027408967,-75.518059,0.086162321,104.8279,0.084805898,104.91835,0.26689711,-74.579468
6697,0.02738058,-75.807983,0.086155623,104.77653,0.084798552,104.97076,0.26690531,-74.654892
6698,0.027354171,-75.67395,0.086156979,104.75973,0.084905274,104.79475,0.26700601,-74.724106
6699,0.027379533,-75.765778,0.086185537,104.66254,0.084842116,104.64751,0.26691672,-74.824852
6700,0.027298441,-75.724785,0.086137667,104.55036,0.084755749,104.53597,0.26694691,-74.864479
6701,0.02731541,-75.827888,0.086128347,104.48653,0.08483582,104.45735,0.26687479,-74.970383
6702,0.027362172,-75.911415,0.086090766,104.4353,0.084747136,104.51726,0.26682755,-75.032059
6703,0.027392121,-76.101883,0.086076818,104.37561,0.084599338,104.35941,0.26672503,-75.054428
6704,0.027432511,-76.215866,0.086154327,104.26852,0.084567003,104.20447,0.26664877,-75.144073
6705,0.027397176,-76.276253,0.086144097,104.23246,0.084600784,104.23651,0.26662242,-75.203133
6706,0.027382085,-76.33213,0.086136207,104.15015,0.08448334,104.23755,0.26672316,-75.296097
6707,0.027356014,-76.47921,0.086097814,104.08265,0.084539905,104.21886,0.26675585,-75.371338
6708,0.027349206,-76.343674,0.086072944,104.02305,0.08464545,104.18209,0.26669338,-75.414925
6709,0.027294105,-76.428963,0.086131752,103.94153,0.084876627,104.00249,0.26679504,-75.451767
6710,0.027280692,-76.468407,0.086066797,103.88071,0.084801629,103.85162,0.26653302,-75.522247
6711,0.027316596,-76.550644,0.086066812,103.83404,0.084682994,103.80218,0.26661828,-75.592552
6712,0.027340425,-76.568802,0.086039171,103.77669,0.084684916,103.77366,0.26647869,-75.703743
6713,0.027376197,-76.596558,0.086019665,103.73803,0.08453761,103.75116,0.2664288,-75.762154
6714,0.027346648,-76.755669,0.086069949,103.61961,0.084540233,103.67574,0.26645455,-75.826706
6715,0.027326588,-76.761032,0.086034067,103.54781,0.084685475,103.57439,0.26638585,-75.892014
6716,0.027331196,-76.902977,0.086062744,103.51792,0.084631935,103.51798,0.26633984,-75.991676
6717,0.027388431,-76.896873,0.086000361,103.40183,0.084537834,103.55408,0.26656783,-76.046066
6718,0.027421072,-77.049683,0.08598543,103.35486,0.084674925,103.45739,0.26650026,-76.084824
6719,0.02737621,-77.060059,0.086028956,103.31996,0.08464206,103.34027,0.26647189,-76.170433
6720,0.02733817,-77.167198,0.086059868,103.23138,0.084609658,103.31046,0.26653454,-76.251747
6721,0.027331293,-77.227249,0.086046129,103.15086,0.084651448,103.30812,0.26651174,-76.307396
6722,0.027295033,-77.220757,0.085984886,103.06957,0.084514812,103.09763,0.26640335,-76.341408
6723,0.027328627,-77.313957,0.085970409,103.03242,0.084530912,103.09735,0.26623833,-76.432381
6724,0.02738015,-77.430168,0.08599294,103.03178,0.084587842,103.15273,0.26649639,-76.514305
6725,0.027372435,-77.614311,0.08591795,102.88574,0.084906459,103.02342,0.26650941,-76.552765
6726,0.027361445,-77.644379,0.085927397,102.80901,0.084603354,102.83855,0.2664088,-76.646072
6727,0.027336594,-77.802544,0.085923642,102.79485,0.084701031,102.83141,0.26648238,-76.686264
6728,0.027324401,-77.95462,0.085884981,102.71146,0.084635057,102.81101,0.26641291,-76.68264
6729,0.027293211,-77.893867,0.085856833,102.6473,0.084753439,102.75832,0.26626167,-76.798615
6730,0.027320305,-77.828819,0.085892305,102.57562,0.084863,102.65891,0.26614752,-76.87941
6731,0.027316947,-77.820648,0.085876465,102.50433,0.084635772,102.63604,0.2661624,-76.961472
6732,0.02734076,-78.064354,0.085900955,102.45557,0.084635831,102.38611,0.2661182,-77.021347
6733,0.02738264,-78.154739,0.085876994,102.36884,0.084683836,102.38416,0.26620403,-77.107681
6734,0.027398437,-78.13723,0.085921735,102.3222,0.084552847,102.24072,0.2661629,-77.183914
6735,0.027388291,-78.257507,0.08589182,102.26662,0.084339447,102.33411,0.26603097,-77.218468
6736,0.027264252,-78.349205,0.085843138,102.16844,0.084387332,102.27331,0.26606563,-77.288559
6737,0.027207842,-78.300224,0.085807152,102.0541,0.084467322,102.11357,0.26596871,-77.342773
6738,0.027250212,-78.379784,0.085808218,102.03066,0.084530681,102.04817,0.26617211,-77.427361
6739,0.027232818,-78.353249,0.08592388,101.96604,0.084487788,101.99504,0.26598898,-77.526955
6740,0.027216282,-78.371391,0.085911758,101.87641,0.084281735,101.9463,0.26581618,-77.600723
6741,0.027284909,-78.71196,0.085825965,101.77219,0.08428891,101.89999,0.26597199,-77.644882
6742,0.027278621,-78.832283,0.085839204,101.71674,0.084500469,101.83287,0.26591215,-77.727379
6743,0.027265744,-78.800415,0.085829839,101.6444,0.084552586,101.86889,0.26576883,-77.776848
6744,0.027261062,-78.817314,0.085804813,101.59433,0.084345832,101.69456,0.26588413,-77.871346
6745,0.027205372,-78.799072,0.085812904,101.53819,0.084470794,101.74899,0.26573867,-77.928711
6746,0.027257437,-78.942345,0.085797481,101.4539,0.084668197,101.64997,0.26561528,-77.973671
6747,0.027239371,-78.841629,0.085759759,101.35178,0.084585801,101.54196,0.26560909,-78.029892
6748,0.027244341,-79.069359,0.08581727,101.28469,0.084486961,101.32845,0.26576972,-78.110504
6749,0.027283359,-79.350571,0.085791089,101.25254,0.084476367,101.18597,0.26594469,-78.198044
6750,0.027297754,-79.307426,0.085764877,101.1447,0.084433444,101.26685,0.26585883,-78.273521
6751,0.027176771,-79.280136,0.08568348,101.09462,0.084645368,101.1443,0.26583663,-78.341515
6752,0.027247829,-79.29995,0.085687801,101.06481,0.084362857,101.02534,0.26567054,-78.409332
6753,0.027294002,-79.40255,0.08576411,100.97431,0.084066689,101.01556,0.26554763,-78.440269
6754,0.027213698,-79.552223,0.085697502,100.93553,0.083982475,100.92151,0.26561561,-78.507545
6755,0.027219417,-79.630875,0.085658289,100.84496,0.084417358,100.95948,0.26579875,-78.578178
6756,0.027202623,-79.638321,0.085662805,100.80849,0.084496878,100.8577,0.26563862,-78.683159
6757,0.027204262,-79.673576,0.085727997,100.76013,0.08447811,100.76303,0.265558,-78.769547
6758,0.027206592,-79.775101,0.085757181,100.67876,0.084388427,100.70734,0.26560393,-78.808495
6759,0.027229981,-79.829872,0.085704379,100.60457,0.084061205,100.72488,0.26562446,-78.865242
6760,0.027209613,-79.904755,0.085689835,100.52007,0.084135257,100.56085,0.26568216,-78.909264
6761,0.027163716,-79.933403,0.085735872,100.416,0.084380947,100.37032,0.26542851,-78.958054
6762,0.027186697,-80.092079,0.085713267,100.37177,0.084434502,100.43741,0.26538938,-79.044296
6763,0.027260585,-80.13311,0.08568085,100.32779,0.084213339,100.38025,0.26533201,-79.136528
6764,0.027272254,-80.070862,0.085664153,100.29635,0.084296294,100.29832,0.26522043,-79.216995
6765,0.027191,-80.24556,0.085671887,100.23901,0.084575087,100.161,0.26533294,-79.258469
6766,0.027264021,-80.369843,0.085739881,100.14243,0.08442641,100.12952,0.2654089,-79.293846
6767,0.02724546,-80.236679,0.085689336,100.08715,0.084258176,99.987717,0.26541519,-79.377296
6768,0.02726635,-80.366516,0.085658997,100.05119,0.084205419,99.973114,0.2652908,-79.500374
6769,0.027227661,-80.456154,0.08566469,99.903236,0.084241688,100.01357,0.26535892,-79.61702
6770,0.027176337,-80.588989,0.085642621,99.831818,0.084203921,100.03238,0.26532742,-79.639389
6771,0.027253823,-80.631439,0.085598856,99.810349,0.084342308,99.944771,0.26512012,-79.667648
6772,0.027287694,-80.639343,0.085597239,99.74884,0.084359817,99.782654,0.26527688,-79.73056
6773,0.027233748,-80.686073,0.085664116,99.66275,0.084133737,99.543404,0.2652618,-79.767395
6774,0.027177522,-80.760216,0.085651264,99.632629,0.084015518,99.492371,0.26506427,-79.879539
6775,0.027217671,-80.921776,0.085629717,99.535896,0.084202535,99.466545,0.26513463,-79.939697
6776,0.027268022,-80.958435,0.085553877,99.442604,0.084276684,99.357933,0.26490271,-80.025154
6777,0.027206264,-80.988884,0.085496336,99.369308,0.084278211,99.470543,0.26484147,-80.058693
6778,0.027138043,-81.041267,0.085553981,99.315041,0.084237814,99.482712,0.26507595,-80.13726
6779,0.027134884,-81.042778,0.085581899,99.271141,0.084285319,99.45829,0.26488215,-80.23365
6780,0.027192952,-81.198563,0.08559975,99.192322,0.084173575,99.280525,0.2649385,-80.271484
6781,0.027222704,-81.200592,0.085623033,99.136749,0.084097423,99.298058,0.26502478,-80.354973
6782,0.027259592,-81.304451,0.085541174,99.063118,0.08394713,99.160164,0.26489338,-80.406067
6783,0.027193544,-81.457123,0.085495651,98.977547,0.084230058,99.052635,0.26480874,-80.486725
6784,0.027167715,-81.430779,0.085469276,98.867752,0.084350914,98.898125,0.2648181,-80.58326
6785,0.027157594,-81.515175,0.085458703,98.803291,0.084266312,98.814613,0.26478869,-80.639801
6786,0.027148597,-81.590286,0.08546187,98.724945,0.084280118,98.703819,0.26468867,-80.700714
6787,0.027047748,-81.55188,0.085503384,98.649261,0.084321938,98.698486,0.26469326,-80.758202
6788,0.027143385,-81.56675,0.085533693,98.630562,0.084036045,98.557365,0.26465893,-80.805969
6789,0.027141094,-81.766182,0.085500248,98.575905,0.083908722,98.627449,0.26464704,-80.897774
6790,0.027114851,-82.043457,0.08549276,98.508476,0.083947554,98.717674,0.26463255,-80.972122
6791,0.02710879,-81.896263,0.085452579,98.455406,0.08405792,98.510498,0.26452664,-81.001617
6792,0.027160086,-81.894165,0.08545763,98.373138,0.084158175,98.356827,0.26452658,-81.068649
6793,0.027116179,-82.194206,0.085478052,98.28344,0.084046453,98.469986,0.26461533,-81.169296
6794,0.02720172,-82.208374,0.085377134,98.215591,0.083995484,98.402428,0.26468623,-81.229889
6795,0.027315754,-82.218475,0.085395962,98.159561,0.084095709,98.295486,0.26476127,-81.288673
6796,0.027165456,-82.265289,0.085374519,98.069397,0.08426556,98.127075,0.26470321,-81.331139
6797,0.027170107,-82.24556,0.085421324,98.025322,0.08437264,98.069695,0.26468477,-81.379295
6798,0.027181901,-82.333984,0.085447252,97.939354,0.084020227,97.973045,0.26460037,-81.447105
6799,0.027152617,-82.550468,0.085358858,97.869522,0.0838845,97.920273,0.2646102,-81.59491
6800,0.027139124,-82.582169,0.085317262,97.791618,0.083844915,98.088127,0.26444927,-81.707809
6801,0.027146576,-82.593918,0.085370518,97.779846,0.084017515,97.838913,0.26432639,-81.731361
6802,0.027135042,-82.687729,0.085421957,97.744598,0.083999954,97.755699,0.26433623,-81.800262
6803,0.027132215,-82.782768,0.085371435,97.653946,0.083870001,97.742638,0.26426777,-81.850601
6804,0.027139688,-82.942467,0.085336141,97.548286,0.083931185,97.596344,0.26420099,-81.878304
6805,0.027081218,-82.92099,0.085333288,97.469048,0.083968446,97.539772,0.2642307,-81.982956
6806,0.027059868,-82.862175,0.085321933,97.395927,0.083997071,97.41687,0.26440224,-82.040558
6807,0.027095495,-83.098106,0.085261062,97.379265,0.084111199,97.432533,0.26435292,-82.103851
6808,0.027099878,-83.242455,0.085316151,97.308182,0.083973259,97.378899,0.26430491,-82.152473
6809,0.027073896,-83.263809,0.085287482,97.235718,0.083935983,97.359909,0.26428321,-82.242767
6810,0.027149851,-83.236031,0.085326605,97.149078,0.083999678,97.28672,0.264359,-82.294075
6811,0.027132072,-83.29287,0.085324988,97.063667,0.08404018,97.007324,0.2643002,-82.348145
6812,0.027107444,-83.434326,0.085371025,97.037598,0.083966985,96.843536,0.26429307,-82.429626
6813,0.027092077,-83.516891,0.085323803,96.941429,0.083913743,96.881226,0.26414177,-82.484093
6814,0.027074164,-83.547173,0.085283555,96.873268,0.083685122,96.808464,0.26419157,-82.54464
6815,0.02707066,-83.733749,0.085310318,96.814095,0.084055662,96.85788,0.26418802,-82.641106
6816,0.027092157,-83.649986,0.085276835,96.738823,0.084047467,96.774391,0.26412728,-82.728058
6817,0.027118638,-83.652916,0.085190959,96.631035,0.083989508,96.68679,0.26412934,-82.787689
6818,0.027153045,-83.861877,0.085236482,96.559662,0.083935946,96.641365,0.26419404,-82.858307
6819,0.027106976,-83.943237,0.085228994,96.526611,0.083836399,96.578438,0.264175,-82.936081
6820,0.027098171,-83.951759,0.085174061,96.491783,0.083884083,96.445503,0.26400834,-83.011841
6821,0.027152015,-84.050568,0.085191794,96.398628,0.084131375,96.39904,0.26391977,-83.039536
6822,0.027129404,-84.139267,0.085254446,96.284996,0.084182203,96.384926,0.26392874,-83.093918
6823,0.027125521,-84.045349,0.085227139,96.228607,0.083874553,96.331947,0.26404011,-83.200989
6824,0.027062187,-84.106674,0.085180894,96.15226,0.083709404,96.164543,0.26392597,-83.284698
6825,0.02700899,-84.23584,0.085174449,96.14743,0.083664998,96.101822,0.26388088,-83.316307
6826,0.027096882,-84.237167,0.085193403,96.080826,0.083993725,96.082603,0.26384956,-83.409111
6827,0.027079528,-84.421143,0.085154079,96.021248,0.083984353,95.973709,0.26398864,-83.481056
6828,0.027095895,-84.500168,0.085159063,95.937019,0.083617151,95.840515,0.2639201,-83.525566
6829,0.027092081,-84.509468,0.085159689,95.882385,0.083546408,95.79982,0.26355845,-83.562469
